temperature,humidity,pest_level,crop_health
13.472618313005434,96.53718684915306,1,5
14.15295980153812,100,0,5
15.481817813366522,97.41053075889174,0,7
13.651808593272516,100,0,5
14.838052419052177,100,0,5
16.516237839131428,99.21477628282369,1,7
17.20367535357042,99.76989005110698,1,9
16.073062727606512,96.11571907695877,2,11
16.73058524676307,95.59214976565902,1,13
17.356988438253936,90.62629480166285,0,15
15.800918709238594,91.33445932060332,0,17
14.6377758981195,96.19261325714245,0,5
15.379988986694972,93.11463552955622,0,7
15.637517385684292,89.54452287116132,1,9
16.51534563119631,85.35168957361682,1,11
18.171734961687676,83.38282317708992,2,13
19.04230357149647,85.3635382269646,2,15
18.725468228003848,86.0233549034547,1,17
19.347144867612272,87.9708393403498,1,19
18.819797650375744,86.20444118365165,0,21
19.425448172539497,87.45359782945418,0,23
18.831159322462916,88.46555581080946,1,25
18.31603357282987,84.28945172034186,2,27
19.037631285591107,82.78866125845784,2,29
20.616341635556985,78.2225658423888,1,33
19.915214646747437,80.04742658394944,2,35
18.96446065409227,83.75191976099191,2,37
18.064115716871786,82.52628753020075,3,39
18.990326097412076,86.97348861510513,3,41
17.807550161989344,83.72834371476019,3,43
16.588592892358914,86.90415174958997,2,45
18.37097433728445,88.50318630404556,1,47
16.716036949707814,89.96852679744775,2,49
18.168081603126325,91.34079046571256,1,51
18.42266308238485,94.30314998329538,0,53
18.731679977899603,99.10823284714071,0,55
18.391245578779024,95.39133259983277,1,57
17.07569886753677,95.70685483441139,0,59
16.787878160089637,90.70894732498442,1,61
17.33422830587676,87.96470809952903,2,63
18.19088757798816,85.46693251673632,3,65
20.03852020353334,87.18638283211226,2,69
20.21193069297221,88.50239376835654,3,73
21.35394449864873,84.13238951324773,4,77
19.963877292556177,86.34203217593178,4,79
20.1741224917174,83.6289025212376,4,83
21.456218793189414,85.54358526328448,4,82
22.50771515339375,89.88185675565458,5,81
21.057883597136787,92.0614057492337,3,80
21.4175554486142,91.13459769435894,2,84
20.949664151657483,94.91553685821087,3,83
21.385462589370317,92.53101019964426,4,82
21.670950788039878,93.59881167457117,3,81
22.728817733017493,88.73739750900513,4,80
23.6058113766554,85.49221271269279,4,84
23.355861326658196,85.58671259666616,3,83
25.211354467493646,84.95101605150518,4,82
24.950364561159315,82.51835153088905,4,81
26.829436074038455,85.08018666182106,5,80
25.998700739208758,86.43474153869703,5,84
25.003097996105783,87.48773201164332,4,83
25.750762808671222,84.40668404984933,4,82
26.094742876725572,81.55905885546088,3,81
24.92984638437303,77.73217647710177,4,80
26.721764813478195,75.2174640702176,4,84
27.389275230677413,79.01226265895377,3,83
28.726771535898102,77.221141303836,2,82
28.64874090918548,81.48419473041317,3,81
29.195616415525166,83.02446370858736,3,80
30.258485447183244,79.93370488013794,3,82
31.456264024305842,80.9673428723315,2,84
30.849526724010857,82.49873154441659,3,81
31.36504630088797,85.03803256495124,3,83
32.160159076313136,83.67676408084397,3,80
32.044184594436175,84.59155921757814,2,82
32.803075503249865,88.60564811392688,3,84
32.619385251112035,92.49172294287119,2,81
31.85606468754112,93.03539038050161,1,83
32.37167841631285,94.11505276724846,0,80
32.38745410543135,94.33777370253466,1,82
32.37560066058495,94.98324322196842,1,84
30.809906084967594,94.89397866597932,2,81
28.918588697812048,95.54319827446662,1,80
27.23594044855301,93.81596912420642,0,84
28.72641303095079,97.4834293656535,0,83
30.292003951108896,98.44245961252136,1,80
30.964389214212268,98.544108940904,1,82
29.16808037609542,96.41753274150987,0,81
30.753514595771932,93.90693968781585,0,83
31.25707416953008,96.00901986282905,1,80
30.150282120218087,99.02044486446333,1,82
30.521797830310668,100,1,84
31.989689382372255,95.20003750191256,2,81
33.830316188770745,95.6584212629864,1,83
34.36726319089712,91.37866785883121,2,80
36.144776852311026,95.8782904782083,2,65.0
36.326520488770115,98.86447533582466,3,49.5
37.679755172033026,100,3,33.5
39.59119449743345,100,3,17.0
38.23018268217831,96.44944845867393,4,5
38.50743988112005,98.66659593125344,5,5
39.15383200504237,95.09151913954267,4,5
38.34779292974915,91.32232614924092,3,5
40.02881619161045,92.28526898358508,2,5
39.99936692998065,95.50480926704708,3,5
38.50422302599,95.24945295790349,2,5
38.34606347716937,93.77282569637637,3,5
37.97729785240364,96.14924365434611,3,5
39.54471546881804,92.48673032553104,3,5
38.8877943746743,90.38647164691037,4,5
37.39593155648746,92.13823139737211,5,5
38.15179332231459,93.65876757296505,4,5
37.61342147861015,89.36373174345155,4,5
37.6915718017895,94.29055101080267,4,5
37.73720862082005,96.94099999983264,5,5
38.791533387684225,92.46050253507441,3,5
38.81600273608849,92.93835191563248,4,5
38.42765119791728,91.35763013743163,4,5
38.22870555366279,92.36534842815054,3,5
37.973167814274866,91.73291473257139,3,5
38.56449328696431,87.70767913844735,2,5
38.81164086947024,86.85451450493684,3,5
39.616993744979446,83.07837431287575,4,5
39.83566439373687,85.16905309342579,5,5
40.20891704439083,89.11427763288226,3,5
38.51794843258692,85.50703403203372,4,5
39.525215559091585,83.34332146596766,4,5
39.66810908923556,79.57623510273604,5,5
40.474098000144615,75.81736420838644,4,5
40.439527871336715,70.93602299716072,5,5
39.50435360454403,70.27315756838452,5,5
39.13895644343268,66.19952704151942,4,5
37.87335421133014,67.94646619856333,4,5
38.488614759999685,71.12587440205391,5,5
37.53486383468896,72.23135205399501,5,5
38.71087531560847,69.37780608998224,3,5
37.551103452690604,64.92118616862167,3,5
38.33755976386659,69.66597132746452,3,5
37.81465832257027,67.0151873875699,4,5
37.21665203501373,62.31699795639007,3,5
38.6758799182638,60.89755414208077,3,5
39.78058228883642,56.06631177541874,4,5
39.78983250756155,51.12582330308322,5,5
40.059813402152216,47.49454427373791,5,5
38.23260080752478,52.04041177234835,5,5
36.33854958051968,51.39802708465951,5,5
37.956024564793566,49.62506236892482,4,5
39.860141515034755,50.053683763191295,4,5
41.58254283513689,52.372250740130234,3,5
42.73015269964198,48.34190195406531,3,5
41.781299660476044,47.62217261149658,2,5
43.50521208721003,45.23332780644323,2,5
42.9702405350678,42.62793614201225,2,5
42.640644727238154,49.77995869764754,2,5
42.51216072782819,54.05704250010852,1,5
40.55698973261778,57.405635261476554,1,5
41.65438955905109,61.622875043730815,1,5
43.333559022630155,58.18717766326501,0,5
41.80371554322738,60.130571111367324,0,5
42.15296804721977,62.130067820394075,0,5
43.30408772751666,66.71313055283181,0,5
42.803641166827944,63.73143285750927,0,5
43.71696113896177,67.60842855991214,0,5
42.34736941152366,66.57152987958877,0,5
42.76042117623449,63.49490673298732,0,5
40.98350982735922,61.5568511307385,0,5
42.887833714233615,66.4791675353025,1,5
43.05958785129006,64.00373964917038,2,5
41.94115489327278,64.83175608350733,3,5
40.808812292908506,63.400135345823436,4,5
41.26176782236285,66.38275646792407,3,5
42.50307261547804,62.737098452637866,2,5
42.68896091361499,58.586306681644096,3,5
41.41962218459609,56.63477338642488,3,5
41.4703049970177,57.27802565269424,2,5
40.6351200315231,53.49004516266816,2,5
42.441979864074064,53.45955704817999,3,5
41.71991402495073,48.78706694549087,2,5
40.09110580035089,47.89695767420144,1,5
42.07716846193914,48.905892282455596,1,5
41.68204650775917,53.48530478291525,0,5
41.745794754650085,49.28315391053553,0,5
43.46381756504576,52.22970037765795,0,5
43.77451953392175,57.063005178802214,0,5
44.43023893765517,57.31859850415857,0,5
43.24405338534216,57.784293938455015,1,5
43.98590567641449,61.19210740408918,2,5
43.938712146936524,63.524164409971725,2,5
42.385499532496745,59.411868430768635,3,5
43.50787413258969,63.415958982206114,2,5
43.2435288584229,62.493726569128,3,5
43.84723510615092,66.059541848528,2,5
44.07389253013297,63.30850193955179,3,5
44.848462539898925,67.7969586619327,3,5
44.459667234084165,62.911838822010154,3,5
43.88642360757092,58.689908733871235,2,5
45.79324750438296,56.8158332092529,1,5
44.37687569932231,54.342855087593136,2,5
46.250639204489296,58.94900719383067,2,5
45.846279437099426,58.852958945145076,1,5
46.23971552902651,57.64125613091677,0,5
45.15187538928974,59.878249072418384,0,5
45.730961527191084,60.11559635286608,1,5
45.49912238520247,64.889874404039,0,5
46.06228828610155,61.25575965523412,1,5
46.60867285901777,57.77247734290391,0,5
46.8821164654832,53.15353061681755,0,5
44.978068055160236,55.53128224749912,0,5
45.33743231250818,59.622945429538575,0,5
44.115792078178366,60.35895616209111,0,5
45.99690161131071,59.24289498991588,1,5
47.46926898126583,55.98592945765352,1,5
48.76562104343763,55.57611757949415,0,5
49.003331196546746,52.02164911644273,0,5
48.74801807580399,50.66488804896062,0,5
50,53.820237014779465,0,5
50,57.68930663938309,1,5
50,60.77909399381508,0,5
48.365872193174916,56.543078444128724,1,5
46.78434744549614,61.383091211911974,2,5
46.353426028814624,64.03957284090787,3,5
46.574787438571654,60.65464845062066,2,5
45.04320204459242,60.302166629182686,3,5
44.41161102450735,62.55157339621681,3,5
44.83728172816132,64.5610053936758,2,5
44.70590360213082,69.0334992123035,2,5
45.44757507719871,66.98001315090006,2,5
47.007402257442855,63.34981464245904,2,5
47.02358308774839,64.9248005254737,2,5
46.661498337713475,67.820668062641,1,5
48.46634688832969,68.06309598670636,0,5
48.211893387845926,68.81148859843572,0,5
48.89093577889161,71.51591506965565,0,5
49.9654135358184,67.57607884105346,0,5
50,65.98596753258616,0,5
50,70.37935511023369,0,5
50,71.91728291811782,0,5
48.40410236758284,75.96951403447487,1,5
48.0806008608048,75.6115787571919,2,5
48.95357414747564,73.30928029124156,2,5
49.04168764931975,78.25506137279152,3,5
50,78.80772348397271,3,5
49.95700148122676,80.6333742697063,4,5
50,76.58209565758467,4,5
50,75.35493322641526,3,5
50,78.21101128118572,4,5
50,82.0493260265727,4,5
49.74113728848347,82.67198559965034,4,5
50,79.30146737733882,3,5
50,84.13572246761935,2,5
50,82.5313240001003,1,5
50,82.30013001879152,0,5
48.32584477483847,77.99057645766277,0,5
48.578743209471256,73.06388219182566,0,5
48.99141223882739,72.63588930165722,1,5
48.886509306232504,77.00241276674925,1,5
50,72.41721746297183,0,5
50,73.33206757106,1,5
48.3230509370481,70.1155327437031,2,5
48.1312201197451,69.30143399195532,3,5
47.09867808250702,69.2777613462021,3,5
45.46258937896167,73.00304971228014,4,5
45.63541435458484,76.05516909739552,3,5
47.2572233706399,74.7548433745329,4,5
48.61627862758346,77.37535549333323,4,5
48.38428185406595,73.45603153278245,4,5
50,78.19432063917888,4,5
50,78.38096917271095,4,5
50,82.96600237248552,4,5
48.35625999949664,78.26775740265023,3,5
47.25896307421762,76.74328942206093,2,5
47.11965007668881,75.92567591618088,2,5
48.10190422932454,78.82090219766656,2,5
46.232327963444405,80.60628066207838,3,5
46.799230568534874,84.05645023561927,4,5
48.31697219122755,80.25695985783814,5,5
47.81671389169585,84.23024843728213,4,5
49.5214833741657,81.37028666007616,3,5
48.86462884342584,86.04444917158372,2,5
48.79171959493122,82.5213196147474,1,5
47.939669798842345,82.09326851147549,0,5
47.10570174092478,79.10877427233883,0,5
48.67104419871817,83.98312454131504,1,5
48.34272203819839,85.94142201337287,0,5
48.964798847673784,86.36125116865904,0,5
47.81765298081053,84.03734292026547,0,5
46.51732031224142,88.03557615199887,0,5
46.94687098765754,83.47859322616385,0,5
47.85560433518068,82.80642366051669,0,5
49.70673860079255,85.95297673249775,0,5
49.173974983386145,85.35809006204093,0,5
50,84.91460532606668,1,5
50,88.75277041392792,1,5
50,93.11577460094243,2,5
50,95.19507565045615,2,5
48.16778909996684,96.39440068893933,3,5
48.8165249624646,100,3,5
50,98.72513279636277,3,5
49.61181725287261,98.45956223174589,3,5
47.92682233456584,100,3,5
47.80658586756732,99.19142919404364,2,5
48.02520176593362,99.23650007964387,2,5
47.848560898855176,100,2,5
46.33765675219072,99.4035302518818,1,5
46.326958896052076,95.26609384531116,1,5
45.72713708310059,95.92890163974111,0,5
46.890650733646495,92.83334062827952,0,5
48.575424417446705,94.82828647206512,0,5
50,98.89023494894757,0,5
50,100,0,5
49.24154883307511,100,0,5
50,99.53838477910783,0,5
50,100,0,5
48.780962078575286,98.28973612124125,1,5
48.2395232091822,100,2,5
46.53038785631464,95.1733754226489,3,5
47.2435979523209,95.5744764033087,3,5
45.539250855754126,100,4,5
47.02933760193001,95.70199457013824,3,5
48.909850988688476,94.85902707703104,3,5
49.87596266056351,96.13885470690201,3,5
50,97.25391461232743,2,5
48.06560571431931,98.43880165012621,1,5
48.76243404346695,100,2,5
47.39791296983536,96.15140225614559,2,5
48.170385537396115,91.46644216080853,1,5
49.49467732983646,93.43112375001175,0,5
49.14775316734862,94.31255639370029,1,5
47.176617637470414,89.56932449141607,1,5
46.45257644953817,93.45805322596163,2,5
45.81837464170008,88.5217073884915,3,5
44.990063655572186,86.25385059575949,4,5
44.36014876691283,90.51045170570264,4,5
43.26186717373238,86.30853077774026,5,5
44.471786006262604,87.12614860012384,4,5
42.94798590291234,88.12907286943397,5,5
43.46526601572958,87.39593478674564,3,5
45.064650176435435,90.37184757107006,2,5
43.3422506988567,88.1164041031385,3,5
41.94546378382492,91.25397418176617,2,5
42.266955103643525,95.60899208976491,1,5
41.56948632570787,99.64449115885749,0,5
40.63952363165596,94.96222250914732,0,5
40.190997749523234,98.95596415271055,0,5
40.24279626727941,100,0,5
39.490553100873605,100,0,5
39.97933126470563,100,1,5
41.57232547383517,100,0,5
41.24316332964368,100,0,5
42.40611017773728,98.65273202138978,0,5
41.11975260414464,98.61045519365426,1,5
39.99869040111006,94.90667350075762,1,5
41.41987576157142,93.79410177891765,0,5
42.692619265449935,97.51177280101196,0,5
44.24843669442527,97.61605208533078,0,5
44.47541905092723,97.84281404594103,0,5
45.74239479174533,97.30158400505138,0,5
45.49711537941871,100,1,5
43.863391872945165,100,0,5
44.556978096229024,99.43682429029747,0,5
44.59241061363106,100,0,5
44.75854627300763,100,0,5
46.26206165941487,99.03722896952668,1,5
44.27618931461454,100,1,5
42.70619285016596,100,1,5
40.91742120670916,95.05797417015579,2,5
41.11928543249917,90.07585450622243,3,5
39.94163441122514,91.49432497833192,3,5
39.83765981823591,89.90508434014828,3,5
39.62935684522252,93.03386535722575,3,5
38.4030798535085,93.02091213786596,4,5
36.494588924472644,93.96924419125021,4,5
36.95433956731708,93.41963496207951,4,5
35.79146562062812,92.72936489998631,3,5
34.09560725976678,97.11970437747767,3,7
33.43490994577392,99.62170761871603,4,9
34.94455176723595,100,3,11
33.30347055359728,99.61012189904534,4,13
35.104663147220194,100,3,5
35.053599325693746,100,3,5
34.26055513200916,100,3,7
34.97572014654297,99.83143338035211,2,9
33.677537316154925,97.608016034769,2,11
35.569704233115644,100,2,5
33.879099487936934,100,2,7
32.532552808126056,100,3,9
31.536760387275322,99.28392198310384,4,11
31.022075613162492,95.04115780629897,4,13
30.634217484416855,98.19857116062248,4,15
32.52721684104422,99.84561283434456,3,17
30.989185623048474,100,4,19
29.736742694800512,100,4,23
31.45748434004109,100,5,25
33.332563442011285,95.82735196206494,5,27
33.52774396152914,91.121615024208,3,29
32.41696837001624,94.76565113484196,4,31
30.847601473927277,99.5589506242469,4,33
28.973403784038183,97.30551815605482,5,37
27.416857555564047,100,5,41
28.428322568325655,100,3,45
26.832913287092854,99.1044563203542,2,49
27.13504832408841,96.32195581276994,1,53
28.997726985384034,94.63283067911782,1,57
29.551557185187328,93.89842874674207,0,61
29.654511906487407,96.48707826167401,0,65
31.267983228274623,100,1,67
32.98382170428324,100,1,69
33.219745210350034,100,1,71
32.0100251611589,100,2,73
31.978297372081503,100,2,75
30.334106562915238,100,3,77
30.633450777345633,99.34093535966892,3,79
30.153529669367728,98.5510504437439,4,81
29.508764029764475,95.48925268651163,3,80
29.575087197181638,98.72783322350963,4,84
27.893408487658466,100,4,83
29.245038053605544,100,5,82
28.850145557628363,100,5,81
28.562943178103712,100,3,80
27.476124086214845,100,4,84
25.990396503953495,100,3,83
27.607342977177495,100,4,82
28.579085680799277,99.72397185173462,4,81
27.877152150442566,97.97370972785038,4,80
29.84924444702689,98.5114207452367,5,84
30.66475907890487,94.16744063170302,5,81
30.28958202093421,97.20554997493292,5,83
29.43768590625341,94.28520529617415,3,82
29.760156710260787,95.90920368317808,4,81
27.90235455261722,92.9953153263201,4,80
28.34050981295546,94.87657094823905,4,84
28.430634270820875,98.28162586059844,3,83
29.781503964001445,96.39972964915387,2,82
28.34509249291108,99.554042091909,2,81
29.037408905397676,97.22700734611868,2,80
27.77233305910777,93.98885564092751,3,84
27.60845757631647,90.31123476997412,4,83
26.336889045094054,91.11046812622965,4,82
24.722633068667882,86.93692280357176,3,81
24.191277516733845,89.09011365685099,4,80
23.834193526854484,92.7942261392335,5,84
22.86374482761657,87.87776966479973,5,83
23.224920055792055,89.91808693061257,5,82
23.278224495629303,87.43340053003757,3,81
21.287771892001775,91.92274416055913,2,80
23.101873303241724,94.54261015338173,2,84
22.26829847672393,92.65755973355452,3,83
20.309674298658155,97.22561475095995,3,82
19.450553333754552,96.57322288010599,4,84
20.07590582068454,98.07720274363824,3,83
19.133121185761183,95.60222540145938,2,80
18.348050275976746,99.575085870673,3,82
19.991441685114097,98.44968749967089,4,84
19.863538386355014,95.34080485492554,4,81
21.8192714454919,98.1115826579809,3,80
21.045107217255193,93.56224320431905,4,84
22.528886881515966,94.17867269980766,5,83
23.961272633805766,95.91927739572047,3,82
25.4575294495387,99.37538911128846,3,81
23.590198131056056,96.4926755146123,3,80
22.3771146854017,99.83899878690757,3,84
21.450267245628613,100,2,83
20.22686485031198,100,3,82
19.279717027955563,98.70806090201928,3,84
20.446999771599064,99.94767181131219,4,83
19.37759028220436,100,4,80
20.43004381905483,97.21630149651784,3,84
20.231999804477233,97.91436451497029,3,83
18.986251687710304,93.89696003481794,2,80
19.690800664215534,89.68087048519214,2,82
19.01839252445385,85.94977146480274,3,84
19.829585348281917,87.99905139286335,3,81
19.418635319590177,90.3401236625462,2,83
20.015510475284497,85.34582719240014,3,82
19.392276674244602,83.62348499692227,4,84
21.20982883069785,80.72158206498165,4,83
21.515657177553265,81.81784728197862,4,82
21.46361975189539,79.44882449016082,4,81
20.47878491089233,81.10251522528065,4,80
18.89499237458096,84.27885416621542,4,82
19.982553381795924,79.42855363012073,3,84
18.402330167889392,80.94647611075354,3,81
17.96562729112132,76.0736007937375,4,83
17.372121845292682,72.43941679508502,3,80
16.163048507456725,73.0830496080873,3,82
16.946885060198166,69.47057053565551,2,82
17.28760318402146,67.42884724653148,2,82
16.65226559900934,65.54078813772622,2,82
14.784457535752498,63.70931891326711,3,5
15.742062323559022,68.22994365795847,2,10
15.213575474259331,72.74324013605495,1,12
15.74581255747172,70.90001378023905,2,14
15.721310348656901,66.23470523423586,1,19
14.31622782853202,70.3509897668905,0,5
13.74036044561185,73.78197865293501,1,5
12.703262981755048,78.26334491144596,0,5
12.199646867842233,74.07781225765882,0,5
11.77548859652626,69.22441686832812,0,5
11.998362165649132,66.71675811329716,0,5
13.593192792764853,62.13409594517184,0,5
12.401488880191593,65.79786883467912,0,5
10.857367166736624,63.27401915908725,0,5
9.684787244919288,62.80832912520593,0,5
9.020783165410965,63.92779855990799,0,5
8.86700283729026,66.14364737820878,0,5
10.646816483355865,64.98388408201991,0,5
11.944479651346299,69.814311609592,1,5
10.858295349133758,65.49603824548689,1,5
11.68984461713591,69.78970521870761,2,5
12.134948824439583,71.39266955605105,3,5
14.13223800740704,69.45614137295195,2,5
15.951996906338083,72.13535444253719,2,7
17.90026210643044,74.77386209434422,1,9
16.89429682740872,76.85299879712777,0,11
15.747818312487999,79.25193006473484,0,13
16.097496698055398,77.7053211604485,0,15
15.742048270032074,82.58440383372522,1,17
14.623706845376667,81.64120654716973,1,5
14.257218586990525,85.76687768229772,0,5
14.667232264961799,83.59804663534982,1,5
12.941953223930108,84.37083736230414,2,5
14.099086924695122,84.80540348479691,3,5
13.032835324402901,88.11375621108317,3,5
12.728057174000273,84.03464415149757,3,5
12.380493005060877,88.35550258028954,4,5
13.114964346498311,85.47784304979372,5,5
13.640648646496729,87.60296796029456,4,5
15.252777707779222,83.95354049327273,5,7
14.539238871750861,80.01662328314073,3,5
15.021402388733396,81.16855052867119,4,7
15.2331886397509,83.16612704273537,3,9
14.488844827216045,82.66896703430106,3,5
16.054292264393617,85.46093740943684,3,7
17.294049432869755,89.10884354166222,2,9
16.493044943415065,88.58189692390889,2,11
18.159754455113074,88.27139010804319,2,13
17.24003339957812,83.43391970485946,3,15
15.73197058487683,82.51515444533324,2,17
14.48942611320373,77.84977256042504,3,5
13.437971391205185,80.36685488631119,4,5
14.531003361604197,81.2490325342201,4,5
15.708347254260616,82.09093629367158,5,7
16.98565899093718,84.17018133871322,3,9
18.16138200211919,88.266449037439,3,11
18.330519584143072,87.71930993316214,2,13
18.245396501711042,87.02261559439465,2,15
19.880747212881783,84.84946984912798,1,17
18.910254256088166,84.12230803150827,2,19
17.692269393023196,82.21223763390668,1,21
18.2893925149444,85.40559040417526,2,23
19.11247618624531,80.7846779145427,3,25
18.673245813731818,77.99020436324761,4,27
18.78208752564115,74.47315867334653,3,29
17.917388450545253,78.85778215984003,4,31
16.33853336408552,82.42669162435095,3,33
15.623593511992052,79.40296118982397,4,35
15.37056989041023,79.26124973350295,5,37
14.820932979158785,79.62663033392077,5,5
14.312369680360902,76.30103315423915,4,5
15.747533051081714,77.6248669329796,5,7
15.6260795337323,74.56155795413986,3,9
16.225232022269488,74.3211319735215,4,11
17.594087263343418,72.7046607699782,4,13
19.18516683025161,76.49046815919584,5,15
19.317145844140164,72.30439200868108,4,17
19.004924735532917,67.55551156987381,4,22
18.717376978837517,72.47343185463852,5,24
19.68852216897292,73.09327354726724,4,26
19.3776778713794,76.46405769678371,5,28
20.36277874233057,75.35627220790853,5,32
21.023342946212054,73.45467530778888,3,36
19.613705776566135,68.4948819412545,2,41
20.361870898390187,67.06889132721342,1,48
21.039035933419676,67.99463923108428,0,55
20.01213742166515,68.42768189796732,0,62
21.223580761610553,66.58460603043889,1,69
21.130007270900137,65.11499428451688,1,76
19.925190740785233,69.29728799742023,0,81
18.17734481710746,69.025022267221,0,81
19.629072756698545,69.40972927653677,0,81
17.856451212203638,66.13242476857194,1,81
16.081607194090033,65.75059396286754,1,81
16.798678818394404,66.46029387828477,1,81
18.582898955582305,67.83633073214745,1,81
16.595832260644844,72.59709362051598,2,83
17.996914205073118,75.12550286211395,1,80
19.523323460491305,76.67504810247645,1,82
18.366886444265692,73.65589290724502,0,84
19.984166586913606,77.6059998973739,0,81
18.891938652321592,78.06105895917385,0,83
19.967733153503826,80.72069009631065,0,80
18.135983402313013,78.00133518356702,1,82
16.4658614434247,74.24200720797502,0,84
15.845749697519874,79.17225507987916,0,81
16.82558882197252,74.29943655166673,0,83
15.092110883865042,75.69948636036575,0,80
15.357920214251111,80.11797752922453,0,82
16.926361175320157,79.77051428391059,0,84
16.6915129679748,77.71431663651562,0,81
16.77252403025055,77.37813939528436,0,83
17.78639610083821,74.78031109946991,0,80
15.994980123623332,77.14785378065332,1,82
14.871819177805547,80.98691470693984,2,5
14.975023317881252,81.49353405767656,3,5
13.742177787552736,79.04532333303088,4,5
14.807151960435853,83.3468845259016,3,5
16.399412172627887,88.1549451559221,2,7
15.6487397055221,83.42879710638694,1,9
17.3476153114783,84.21883175472404,0,11
15.998464829890011,87.8038844721881,0,13
14.285066338714886,87.72148169763695,0,5
13.456013868604424,88.45217374485155,1,5
14.030576021940238,91.70958950710254,0,5
14.85388784703158,92.709353934679,1,5
15.1656097213071,91.17515567374994,2,7
15.677136428295826,89.94034414575596,1,9
15.002320279971174,91.88680243020691,1,11
13.179633208205184,93.26357281194026,0,5
11.9746358615999,91.40901982282817,0,5
10.835610549240485,91.36635754142264,1,5
9.638975579079736,95.68439511457122,2,5
8.879208104343837,95.42286756415544,2,5
9.067064148693369,97.53381066033629,1,5
8.742036834059778,95.5266509398942,0,5
6.996188763924431,92.76734287218949,0,5
6.979168147647359,95.20436723385556,0,5
6.397899113345672,98.42439761020687,0,5
7.131480473443695,93.94944691106107,0,5
6.932632671532581,98.2209877242265,0,5
8.015560883207186,93.64956075120448,0,5
8.330791716922667,93.7534045834136,0,5
6.937048358733111,94.05926754713687,0,5
6.120532620867417,97.46599118632888,0,5
7.358138543914794,94.70356012607132,0,5
7.3510377827880555,92.73260901457924,0,5
7.363706165274641,95.4811478299902,0,5
7.005915246514741,92.94523272597064,0,5
6.237162699978493,95.57162792552325,1,5
6.676347476428394,99.3808372357136,0,5
5.294377374566,97.56186939915102,0,5
5.5927630808675115,97.70572785689404,0,5
6.326468835914405,99.23812670884067,1,5
5.985968054926158,99.62966196807056,2,5
7.5255362609666365,97.75948512646129,3,5
9.044262559678526,100,3,5
8.59390388421464,100,2,5
7.315156932624658,96.796055445156,1,5
5.5882578904991185,93.14339953449775,2,5
6.068908689153767,93.12330979185857,2,5
5.558635747720193,98.06089084221084,1,5
4.940174696289507,95.76109055147943,0,5
3.0782198352075487,91.11482168807103,0,5
1.6875389737158035,90.682207370486,0,5
2.2024643381222044,92.64721224283771,1,5
1.313670452975415,95.62886831267302,2,5
0.5413983503332647,99.0971249128681,2,5
2.4450506904286318,100,2,5
4.224805217490344,100,1,5
4.267353648116293,98.63909206834893,1,5
2.923834565263178,100,2,5
4.0478024341955345,96.82411251004724,2,5
4.045366740847083,98.38787195891618,1,5
3.8558446800087625,100,1,5
3.0481687189944364,98.52171026424007,1,5
3.921226890222019,100,0,5
4.9398941423662475,100,0,5
3.2698972494495395,100,0,5
1.520829598781709,96.15896435525329,1,5
1.94469042214943,93.74705369610153,2,5
3.5774651075692177,93.56788256340877,3,5
4.840658199972569,89.91376562901893,2,5
2.882959898275322,87.4270811017332,3,5
2.068327940704185,88.72116439942049,4,5
2.026184357576098,84.43829663990398,5,5
2.2519084735263473,88.02142373842757,3,5
0.321675671783213,85.44029222692673,3,5
0,81.90397263186398,2,5
0,86.18792063081256,1,5
0,85.1738025744911,2,5
1.6237991009736374,86.8919930418114,1,5
3.467899289851756,90.22561196380647,0,5
4.0812567090193355,90.25788803616743,0,5
2.7596096392387337,90.28806392409828,0,5
4.681826516023069,90.27992241809108,1,5
3.136996953497962,93.41000172496354,2,5
2.377554633380083,95.93920411376921,3,5
4.121360575003768,95.17745974363771,2,5
4.241174103395577,92.75931830485305,2,5
3.870092533414204,92.02957034041543,3,5
4.482772935260813,91.01077934722922,2,5
2.6416658389016274,95.70521343559973,2,5
1.7347888278683667,91.24796704609003,3,5
2.6534952647279724,93.19119663060958,4,5
0.9823344428988361,89.78575745848077,3,5
0,94.30757911628447,3,5
0.3912125991686639,98.04019959050902,4,5
0.9991039170415075,93.62230209950161,4,5
0,94.1644420534996,4,5
1.2213311539855294,95.02621766552721,3,5
0,99.38650678236142,3,5
0,100,2,5
1.1563556636250274,95.76628241517483,3,5
2.3497140744561893,96.09727721581382,4,5
1.8668290168803865,99.90232754173066,5,5
1.3279663871406067,100,4,5
2.2187197636170475,100,4,5
1.1304212111789531,100,3,5
0,100,2,5
0,100,3,5
0.6615665385634588,100,4,5
0.7277558093845622,96.02002657640594,3,5
1.1994812927182488,95.52226794021325,2,5
0,98.77682539098588,2,5
0,98.38574152448786,1,5
0.7769519510304823,100,2,5
1.7611385593141722,98.35683873204037,3,5
2.2814499732163687,100,4,5
3.2216147296875435,100,3,5
3.418579187560953,98.18372680034203,4,5
1.9552931003381748,97.36221186698228,4,5
2.669008907171387,99.23350961614332,4,5
3.104589952279984,99.30346270810134,5,5
3.4107924934579605,98.07937943648436,4,5
4.908981798421632,97.95004244276184,5,5
6.378178240939633,95.94663921523035,5,5
6.729557934596123,93.00597224292402,4,5
7.541182160138155,92.08423665992349,5,5
8.25527440344517,87.84603528408677,4,5
9.833970568351393,90.00033028182365,4,5
10.431125157937128,94.6553227189666,3,5
10.510301097513388,99.57030212471852,4,5
